S_0,expEuler,impEuler,CN,ADE,BT
16.8571,33.1429,33.1429,33.1429,33.3558,33.1429
17.5185,32.4815,32.4815,32.4815,32.7006,32.4815
18.2308,31.7692,31.7692,31.7692,31.9947,31.7692
19,31,31,31,31.2319,31
19.8333,30.1667,30.1667,30.1667,30.4052,30.1667
20.7391,29.2609,29.2609,29.2609,29.5061,29.2609
21.7273,28.2727,28.2727,28.2727,28.5248,28.2727
22.8095,27.1905,27.1905,27.1905,27.4495,27.1905
24,26,26,26,26.2661,26
25.3158,24.6842,24.6842,24.6842,24.9574,24.6842
26.7778,23.2222,23.2222,23.2222,23.5025,23.2222
28.4118,21.5882,21.5882,21.5882,21.8757,21.5882
30.25,19.75,19.75,19.75,20.0447,19.75
32.3333,17.6667,17.6667,17.6667,17.9685,17.6667
34.7143,15.3219,15.2926,15.3054,15.6141,15.3449
37.4615,12.9858,12.9613,12.9723,13.2289,13.0062
40.6667,10.6832,10.6562,10.6694,10.878,10.6984
44.4545,8.45369,8.42271,8.43814,8.60404,8.47098
49,6.3549,6.32252,6.33858,6.46719,6.37398
54.5556,4.46014,4.43078,4.44525,4.54236,4.47977
61.5,2.8505,2.82871,2.83938,2.91048,2.86425
70.4286,1.59879,1.58762,1.59302,1.64247,1.61293
82.3333,0.744323,0.743169,0.743637,0.774635,0.749074
99,0.2643,0.268291,0.266272,0.282127,0.261966
124,0.0631396,0.0665417,0.0648472,0.0705275,0.0564809
165.667,0.00848261,0.00957298,0.00902717,0.0101817,0.00535718
249,0.000490758,0.000614499,0.000551438,0.000650428,8.39763e-05
499,7.2419e-06,1.03986e-05,8.74557e-06,1.07867e-05,6.34458e-09
0,0,0,0,0,50
