M,N,expEuler_trunc
20,205.95383
40,40-2.78268e+06
80,80-1.00347e+35
160,160-3.72654e+117
320,320-nan(ind)
640,640-nan(ind)
1280,1280-nan(ind)
2560,2560-nan(ind)
5120,5120-nan(ind)
